Date,Open_USD,High_USD,Low_USD,Close_USD,Volume
2015-08-21,1157.12,1166.5,1148.67,1159.21,13917600
2015-08-24,1163.58,1169.63,1145.12,1153.05,18388700
2015-08-25,1147.67,1155.5,1134.0,1138.8,9974200
2015-08-26,1123.89,1143.0,1117.21,1123.37,10856600
2015-08-27,1119.81,1127.4,1117.52,1123.98,8102100
2015-08-28,1128.6,1140.39,1123.6,1134.13,7558900
2015-08-31,1128.55,1136.17,1124.8,1135.12,4532100
2015-09-01,1143.41,1144.87,1133.5,1138.93,7077800
2015-09-02,1136.99,1140.43,1130.8,1132.92,4115700
2015-09-03,1123.82,1132.9,1120.3,1124.55,3913100
2015-09-04,1117.68,1125.2,1116.2,1121.33,4025000
2015-09-08,1122.35,1125.89,1116.4,1121.51,5982100
2015-09-09,1112.14,1123.5,1100.05,1106.83,8855100
2015-09-10,1111.97,1113.5,1105.5,1109.57,6204000
2015-09-11,1101.81,1111.7,1097.84,1107.12,4023900
2015-09-14,1103.97,1109.5,1103.14,1107.73,2350800
2015-09-15,1103.53,1105.93,1101.96,1104.26,2905000
2015-09-16,1111.46,1123.03,1109.8,1118.86,5315600
2015-09-17,1115.84,1131.58,1114.7,1129.81,8403800
2015-09-18,1136.91,1141.2,1127.8,1138.06,6794300
2015-09-21,1130.5,1138.5,1128.84,1130.92,4104800
2015-09-22,1120.99,1135.0,1119.53,1123.18,5483300
2015-09-23,1131.12,1132.2,1127.58,1127.78,2744200
2015-09-24,1142.97,1155.9,1133.0,1151.51,11024300
2015-09-25,1145.03,1149.8,1141.7,1144.41,5209500
2015-09-28,1129.49,1135.12,1128.45,1130.02,3809600
2015-09-29,1128.13,1134.4,1124.3,1125.42,4043600
2015-09-30,1112.94,1126.0,1109.71,1113.78,7405600
2015-10-01,1115.2,1119.0,1111.55,1112.6,4278600
2015-10-02,1131.44,1141.2,1105.8,1136.13,7730600
2015-10-05,1137.8,1141.7,1130.71,1133.94,5490200
2015-10-06,1144.7,1150.0,1136.3,1145.32,7513900
2015-10-07,1144.35,1152.9,1140.08,1143.83,5355500
2015-10-08,1138.36,1149.94,1137.32,1138.16,5038200
2015-10-09,1152.8,1158.11,1149.56,1156.24,7907300
2015-10-12,1164.74,1166.8,1155.9,1160.98,6257900
2015-10-13,1161.59,1166.91,1154.9,1166.81,5149600
2015-10-14,1174.61,1189.0,1167.3,1186.92,10207800
2015-10-15,1180.79,1189.03,1177.8,1181.73,14083900
2015-10-16,1181.6,1184.1,1173.15,1173.78,7328000
2015-10-19,1175.53,1177.8,1167.71,1169.06,3959400
2015-10-20,1172.93,1180.34,1168.7,1176.59,4903200
2015-10-21,1173.08,1176.4,1163.06,1166.4,3908800
2015-10-22,1164.27,1171.47,1163.33,1166.04,3436400
2015-10-23,1167.44,1178.7,1158.57,1164.21,4868400
2015-10-26,1166.78,1170.0,1162.6,1163.65,2573500
2015-10-27,1162.41,1167.63,1162.0,1166.28,2646100
2015-10-28,1177.45,1183.41,1152.69,1157.6,8201200
2015-10-29,1152.4,1162.0,1144.9,1147.07,5150800
2015-10-30,1144.85,1147.6,1139.2,1142.76,5543200
2015-11-02,1135.93,1138.7,1132.6,1135.41,5843300
2015-11-03,1126.96,1134.7,1114.2,1118.5,7145300
2015-11-04,1118.86,1121.9,1106.5,1107.88,7617800
2015-11-05,1108.34,1110.7,1103.85,1104.47,5931100
2015-11-06,1089.15,1109.5,1084.8,1088.41,8831900
2015-11-09,1090.45,1093.48,1089.41,1091.6,4129200
2015-11-10,1088.39,1094.24,1085.0,1089.33,4450800
2015-11-11,1088.42,1091.4,1084.2,1085.7,3527600
2015-11-12,1078.02,1090.88,1077.5,1085.97,6300500
2015-11-13,1082.74,1085.9,1080.8,1082.95,3224200
2015-11-16,1087.29,1092.4,1082.48,1084.47,2951200
2015-11-17,1081.03,1081.24,1065.1,1070.15,8593100
2015-11-18,1070.53,1076.39,1064.0,1070.95,5043800
2015-11-19,1077.35,1088.01,1077.35,1082.47,5087600
2015-11-20,1082.73,1083.56,1076.35,1077.61,5971600
2015-11-23,1071.11,1073.93,1066.8,1068.81,4042500
2015-11-24,1077.85,1079.4,1073.2,1075.97,3479600
2015-11-25,1071.34,1073.64,1068.5,1071.24,2931300
2015-11-27,1055.89,1074.2,1051.1,1058.39,4993600
2015-11-30,1061.09,1069.97,1052.1,1065.16,6773000
2015-12-01,1068.87,1074.6,1063.4,1068.66,4645900
2015-12-02,1059.01,1069.5,1049.6,1052.12,10223500
2015-12-03,1057.7,1065.43,1046.2,1063.24,6499900
2015-12-04,1073.41,1088.8,1058.7,1086.78,10670200
2015-12-07,1079.65,1086.5,1067.4,1072.86,4393500
2015-12-08,1077.64,1079.0,1069.6,1074.61,3412300
2015-12-09,1083.06,1086.0,1069.36,1072.71,6026300
2015-12-10,1070.76,1076.3,1068.98,1071.18,3853500
2015-12-11,1064.45,1079.4,1063.82,1076.98,6798400
2015-12-14,1071.51,1076.7,1060.0,1063.25,5563800
2015-12-15,1062.46,1066.2,1059.32,1060.47,6831100
2015-12-16,1071.93,1078.7,1062.21,1073.6,8292200
2015-12-17,1054.53,1072.6,1047.32,1050.14,10156200
2015-12-18,1059.0,1071.33,1052.7,1066.21,8345900
2015-12-21,1075.87,1081.9,1070.2,1077.96,6378900
2015-12-22,1077.42,1078.6,1071.88,1072.41,4123500
2015-12-23,1070.24,1074.8,1068.25,1069.3,2821400
2015-12-24,1074.65,1077.8,1073.5,1077.05,1710200
2015-12-28,1071.15,1098.8,1066.44,1068.95,3356200
2015-12-29,1071.93,1079.7,1067.64,1068.58,2832200
2015-12-30,1060.96,1070.2,1059.7,1060.44,3745000
2015-12-31,1061.09,1063.6,1058.5,1060.88,3823600
2016-01-04,1078.4,1084.04,1063.2,1075.89,6440000
2016-01-05,1078.54,1081.99,1075.3,1079.06,3500300
2016-01-06,1091.48,1095.97,1081.6,1094.61,9316600
2016-01-07,1106.75,1111.04,1091.6,1110.1,11730400
2016-01-08,1102.93,1111.1,1093.0,1105.02,7678200
2016-01-11,1102.89,1107.9,1094.95,1095.26,6272400
2016-01-12,1088.41,1098.5,1083.81,1089.67,5540200
2016-01-13,1086.07,1095.79,1081.5,1094.75,7324200
2016-01-14,1084.69,1091.5,1071.62,1077.06,9989100
2016-01-15,1096.98,1097.4,1081.8,1088.2,10052700
2016-01-19,1088.16,1094.4,1083.87,1087.32,4588400
2016-01-20,1100.05,1110.4,1097.64,1102.14,10120900
2016-01-21,1097.94,1103.6,1093.02,1103.17,5425000
2016-01-22,1097.28,1103.35,1095.5,1098.01,4185300
2016-01-25,1105.7,1109.3,1099.3,1109.05,6819400
2016-01-26,1111.52,1123.13,1110.9,1121.66,8443400
2016-01-27,1116.87,1128.06,1114.68,1125.55,8273400
2016-01-28,1113.68,1125.7,1109.8,1113.57,5914200
2016-01-29,1114.19,1118.6,1108.8,1117.74,8098700
2016-02-01,1123.71,1130.08,1115.3,1129.04,10471800
2016-02-02,1127.58,1131.4,1121.63,1129.36,6656000
2016-02-03,1127.47,1146.0,1125.0,1141.47,15785200
2016-02-04,1153.94,1157.6,1141.0,1155.19,13213700
2016-02-05,1146.41,1174.8,1144.22,1172.83,14777300
2016-02-08,1187.2,1200.4,1165.0,1188.87,28341200
2016-02-09,1195.54,1199.2,1186.34,1186.66,18156700
2016-02-10,1190.09,1197.7,1180.27,1195.73,13311100
2016-02-11,1238.63,1262.13,1204.6,1243.53,49139000
2016-02-12,1233.78,1247.8,1231.28,1236.29,16981200
2016-02-16,1211.94,1233.6,1193.6,1199.09,14601700
2016-02-17,1206.55,1212.9,1196.5,1206.66,10582400
2016-02-18,1204.43,1239.2,1201.6,1235.67,13586500
2016-02-19,1225.04,1232.8,1221.8,1228.38,15192000
2016-02-22,1206.17,1226.1,1203.0,1206.7,10677800
2016-02-23,1219.29,1227.02,1207.4,1224.93,9033400
2016-02-24,1243.79,1252.78,1226.55,1229.26,17938800
2016-02-25,1229.71,1243.19,1228.87,1232.84,12500300
2016-02-26,1227.84,1239.1,1211.43,1224.5,12505100
2016-02-29,1229.42,1241.03,1218.6,1240.4,11517500
2016-03-01,1241.28,1248.4,1226.64,1231.14,14139300
2016-03-02,1237.0,1243.58,1226.0,1240.55,8903000
2016-03-03,1242.06,1267.9,1238.0,1261.6,18724100
2016-03-04,1266.26,1279.9,1250.9,1260.09,16261100
2016-03-07,1266.68,1272.3,1258.63,1266.26,9358600
2016-03-08,1273.21,1276.3,1259.41,1260.56,11531000
2016-03-09,1246.35,1260.0,1242.59,1250.32,8672900
2016-03-10,1260.37,1273.54,1237.5,1270.83,18104900
2016-03-11,1267.86,1280.7,1248.72,1249.24,10812300
2016-03-14,1258.72,1259.14,1229.73,1233.6,14236200
2016-03-15,1232.63,1236.0,1228.0,1234.51,9941800
2016-03-16,1227.94,1263.8,1227.1,1261.09,17334000
2016-03-17,1267.37,1270.1,1255.55,1256.6,9914300
2016-03-18,1250.93,1264.4,1250.1,1253.13,16965900
2016-03-21,1245.35,1256.2,1242.52,1244.93,7240600
2016-03-22,1252.74,1257.24,1243.8,1248.34,6786800
2016-03-23,1221.22,1247.7,1215.15,1219.86,15993700
2016-03-24,1221.78,1223.55,1214.2,1217.17,6280900
2016-03-28,1221.28,1223.17,1210.0,1219.92,3879100
2016-03-29,1227.62,1242.79,1217.7,1242.27,14472400
2016-03-30,1232.88,1245.0,1222.73,1224.72,10769100
2016-03-31,1235.82,1239.6,1224.5,1230.38,9348200
2016-04-01,1214.4,1235.2,1208.86,1223.29,10405400
2016-04-04,1220.66,1222.3,1214.38,1215.22,7643700
2016-04-05,1231.94,1236.7,1215.4,1230.89,8865900
2016-04-06,1220.95,1230.4,1216.35,1223.46,7549400
2016-04-07,1240.92,1243.01,1202.74,1240.5,11900500
2016-04-08,1234.82,1242.8,1232.0,1238.58,9078900
2016-04-11,1249.67,1258.7,1241.5,1255.53,9846000
2016-04-12,1257.99,1261.7,1250.87,1256.1,9689500
2016-04-13,1249.19,1256.9,1240.71,1242.91,8841500
2016-04-14,1235.81,1243.7,1223.88,1225.55,13165800
2016-04-15,1228.02,1236.29,1225.7,1234.19,7838100
2016-04-18,1240.35,1241.1,1230.93,1232.08,5809800
2016-04-19,1254.57,1256.88,1228.8,1251.54,21031500
2016-04-20,1252.75,1257.04,1242.8,1245.42,10233200
2016-04-21,1260.4,1270.6,1246.9,1249.93,14612800
2016-04-22,1242.32,1248.5,1227.35,1233.73,10047000
2016-04-25,1236.11,1242.07,1231.6,1237.05,4369400
2016-04-26,1242.54,1244.2,1233.0,1241.6,9906800
2016-04-27,1244.68,1252.31,1239.03,1245.41,7976400
2016-04-28,1255.57,1271.28,1238.5,1269.92,15133600
2016-04-29,1281.44,1297.14,1267.2,1294.21,19043900
2016-05-02,1295.74,1304.4,1288.1,1290.09,12137500
2016-05-03,1295.39,1301.5,1282.61,1287.32,9063600
2016-05-04,1286.0,1290.0,1271.97,1279.3,9398200
2016-05-05,1283.37,1286.0,1268.93,1277.51,8846900
2016-05-06,1285.45,1295.71,1276.9,1289.11,11366800
2016-05-09,1268.5,1286.5,1262.12,1262.75,9236200
2016-05-10,1263.86,1270.56,1256.95,1266.38,9845000
2016-05-11,1275.32,1279.2,1266.9,1278.15,7590100
2016-05-12,1277.07,1281.2,1264.0,1268.07,7447100
2016-05-13,1267.33,1275.7,1262.83,1273.82,7672800
2016-05-16,1286.46,1287.8,1270.24,1274.63,7103000
2016-05-17,1272.34,1282.17,1270.8,1279.03,8619800
2016-05-18,1269.18,1276.51,1255.15,1257.45,13381700
2016-05-19,1246.1,1256.36,1245.26,1255.21,14339700
2016-05-20,1258.44,1259.8,1249.23,1253.41,10379400
2016-05-23,1244.56,1252.31,1243.41,1249.9,8628200
2016-05-24,1237.28,1240.0,1227.64,1228.17,12772000
2016-05-25,1220.62,1225.54,1217.8,1224.71,10487300
2016-05-26,1230.91,1232.6,1218.55,1220.54,5893500
2016-05-27,1217.46,1223.2,1206.4,1210.65,8686700
2016-05-31,1212.08,1218.78,1199.0,1215.22,8187600
2016-06-01,1214.18,1219.8,1205.4,1213.86,8399600
2016-06-02,1211.89,1217.0,1209.6,1210.74,4591600
2016-06-03,1237.63,1244.5,1206.4,1244.22,14605100
2016-06-06,1244.51,1247.44,1240.0,1244.82,9887900
2016-06-07,1240.4,1245.84,1236.5,1243.75,4602900
2016-06-08,1259.17,1264.2,1247.3,1262.1,11661700
2016-06-09,1262.34,1271.45,1258.1,1269.04,12174000
2016-06-10,1272.29,1278.05,1265.3,1274.28,13940000
2016-06-13,1285.57,1287.3,1273.0,1283.9,12594200
2016-06-14,1287.52,1289.7,1277.8,1285.11,11651700
2016-06-15,1282.07,1296.2,1278.8,1294.21,15053000
2016-06-16,1310.54,1316.4,1279.76,1281.33,26635000
2016-06-17,1290.6,1300.1,1280.3,1297.82,15573800
2016-06-20,1280.02,1291.22,1278.66,1289.96,11866200
2016-06-21,1273.73,1293.9,1264.52,1265.25,14585600
2016-06-22,1265.32,1269.71,1263.75,1266.05,7861000
2016-06-23,1262.02,1270.5,1255.2,1258.04,10704900
2016-06-24,1326.19,1355.6,1253.7,1319.69,35782900
2016-06-27,1324.26,1331.7,1317.87,1326.77,21228800
2016-06-28,1315.22,1320.03,1309.98,1312.7,16001500
2016-06-29,1319.22,1328.65,1311.6,1318.49,12218400
2016-06-30,1318.86,1324.83,1314.15,1324.3,15981600
2016-07-01,1336.53,1344.49,1321.9,1344.38,14940700
2016-07-05,1348.53,1356.8,1339.7,1355.54,19026200
2016-07-06,1366.33,1374.9,1359.0,1363.5,17376700
2016-07-07,1359.24,1368.6,1350.44,1358.4,16508500
2016-07-08,1359.22,1366.23,1335.0,1366.23,17634200
2016-07-11,1355.52,1371.8,1352.06,1353.42,10855600
2016-07-12,1345.34,1356.0,1329.32,1331.0,26459600
2016-07-13,1339.9,1344.4,1335.81,1343.25,7377700
2016-07-14,1322.22,1341.4,1319.29,1332.9,12132400
2016-07-15,1322.95,1333.7,1322.42,1327.76,13892100
2016-07-18,1329.76,1335.0,1325.67,1329.96,8489700
2016-07-19,1329.03,1333.21,1326.4,1331.75,5170700
2016-07-20,1314.04,1337.5,1312.05,1312.89,11777700
2016-07-21,1315.73,1333.64,1312.8,1332.9,9399200
2016-07-22,1323.78,1330.7,1319.38,1322.94,7716000
2016-07-25,1314.59,1321.71,1310.19,1313.96,13139400
2016-07-26,1320.49,1321.02,1315.2,1319.55,7613200
2016-07-27,1327.34,1341.27,1319.49,1340.32,17066400
2016-07-28,1341.13,1344.3,1330.1,1336.63,9261800
2016-07-29,1344.0,1354.36,1325.8,1349.86,13708200
2016-08-01,1345.71,1353.77,1345.6,1352.51,7109900
2016-08-02,1361.11,1366.45,1346.6,1363.52,7652800
2016-08-03,1359.92,1364.7,1352.81,1356.79,5010700
2016-08-04,1360.44,1363.26,1347.0,1358.97,4908100
2016-08-05,1344.12,1360.8,1332.92,1334.6,16205100
2016-08-08,1331.82,1336.11,1327.8,1333.39,6773800
2016-08-09,1338.73,1340.82,1328.5,1338.94,7500400
2016-08-10,1350.9,1354.2,1340.75,1345.04,6196200
2016-08-11,1345.54,1351.61,1333.72,1335.71,9763800
2016-08-12,1335.97,1352.61,1331.06,1333.15,15395800
2016-08-15,1335.78,1342.37,1333.6,1338.08,4530800
2016-08-16,1341.17,1355.0,1339.91,1344.83,8678100
2016-08-17,1341.55,1350.14,1334.12,1345.01,12034800
2016-08-18,1349.01,1354.4,1345.77,1351.31,9500600
2016-08-19,1340.89,1350.1,1338.59,1339.74,10660100
2016-08-22,1336.13,1339.16,1333.3,1337.7,8627200
2016-08-23,1341.47,1342.31,1334.3,1337.49,9038500
2016-08-24,1328.76,1337.2,1322.27,1322.68,13539700
2016-08-25,1318.93,1324.0,1317.0,1321.54,5926300
2016-08-26,1328.46,1341.34,1317.36,1319.77,17967700
2016-08-29,1319.32,1324.34,1315.0,1322.46,5562400
2016-08-30,1316.59,1322.1,1307.69,1309.26,9877000
2016-08-31,1305.94,1313.7,1305.0,1306.46,13324100
2016-09-01,1305.4,1314.2,1301.5,1311.89,12877700
2016-09-02,1322.25,1326.7,1309.2,1325.18,11318600
2016-09-06,1333.74,1351.33,1323.2,1347.46,15115300
2016-09-07,1348.29,1350.5,1341.27,1342.85,8859800
2016-09-08,1342.19,1345.96,1334.23,1336.22,10561800
2016-09-09,1332.8,1338.5,1327.14,1327.66,12485600
2016-09-12,1322.96,1329.34,1319.39,1325.89,11140300
2016-09-13,1324.76,1326.12,1314.92,1317.22,8866400
2016-09-14,1320.88,1325.49,1319.2,1321.72,5820700
2016-09-15,1317.08,1320.96,1308.49,1313.31,12790400
2016-09-16,1307.5,1312.11,1306.03,1310.12,18995100
2016-09-19,1315.87,1315.98,1312.1,1312.83,4959600
2016-09-20,1312.79,1315.72,1311.32,1314.15,5672000
2016-09-21,1323.3,1334.71,1319.42,1333.14,13646400
2016-09-22,1336.52,1343.12,1335.79,1336.52,15188000
2016-09-23,1336.65,1339.37,1334.87,1337.17,7702300
2016-09-26,1340.51,1341.8,1334.85,1336.21,5842700
2016-09-27,1328.92,1329.34,1323.48,1326.41,6220700
2016-09-28,1322.35,1323.92,1316.9,1322.03,6757700
2016-09-29,1318.23,1325.0,1314.7,1320.64,7448400
2016-09-30,1325.29,1327.7,1311.88,1316.07,11204300
2016-10-03,1312.57,1316.8,1308.17,1312.57,9044100
2016-10-04,1289.94,1310.2,1265.86,1267.01,24372700
2016-10-05,1270.69,1274.0,1260.95,1264.93,14718100
2016-10-06,1253.33,1265.3,1248.62,1253.02,17917700
2016-10-07,1261.58,1263.6,1239.9,1253.72,17907300
2016-10-10,1253.72,1260.84,1253.72,1258.12,4514400
2016-10-11,1255.59,1258.9,1251.51,1251.72,6065300
2016-10-12,1253.38,1257.04,1248.87,1253.59,4848600
2016-10-13,1256.14,1260.53,1254.04,1256.45,7184600
2016-10-14,1249.66,1257.93,1248.82,1249.56,6577300
2016-10-17,1253.15,1255.46,1249.9,1252.94,4777900
2016-10-18,1257.25,1263.11,1254.53,1260.81,4919700
2016-10-19,1268.17,1271.63,1262.9,1267.96,6019800
2016-10-20,1270.9,1273.0,1262.94,1264.1,6496700
2016-10-21,1265.73,1266.05,1262.07,1265.0,6707800
2016-10-24,1269.58,1269.79,1257.85,1262.04,5481100
2016-10-25,1265.68,1274.78,1264.1,1271.75,6141100
2016-10-26,1270.61,1274.0,1262.65,1264.54,3905900
2016-10-27,1267.91,1269.4,1264.14,1266.86,4336000
2016-10-28,1268.92,1282.33,1262.0,1272.9,11639900
2016-10-31,1271.96,1277.09,1269.03,1276.46,7722100
2016-11-01,1285.53,1290.7,1279.0,1284.8,13384300
2016-11-02,1296.04,1307.0,1288.3,1294.79,15692400
2016-11-03,1292.08,1303.1,1287.3,1301.93,10093100
2016-11-04,1302.84,1304.3,1296.7,1302.73,8594600
2016-11-07,1284.58,1294.5,1276.41,1279.24,10015000
2016-11-08,1278.77,1289.4,1270.81,1273.75,9480600
2016-11-09,1301.59,1318.6,1268.19,1272.9,18236500
2016-11-10,1272.88,1287.5,1250.47,1254.34,22268000
2016-11-11,1253.3,1253.71,1217.47,1226.59,20381800
2016-11-14,1216.46,1229.5,1209.86,1216.35,20729400
2016-11-15,1220.01,1228.18,1218.23,1226.92,9348600
2016-11-16,1228.62,1229.3,1221.39,1223.38,5486100
2016-11-17,1224.87,1228.11,1209.47,1217.11,10342300
2016-11-18,1210.38,1213.0,1204.51,1206.51,10444300
2016-11-21,1212.61,1214.92,1208.11,1211.15,6654200
2016-11-22,1212.83,1213.56,1205.07,1210.94,6391900
2016-11-23,1193.51,1213.8,1180.73,1187.01,20982100
2016-11-25,1188.85,1189.8,1177.0,1180.36,5345900
2016-11-28,1186.89,1193.28,1182.07,1192.86,5655400
2016-11-29,1181.92,1194.8,1179.4,1187.26,7438600
2016-11-30,1181.17,1193.3,1167.9,1171.31,10925500
2016-12-01,1164.57,1174.6,1159.54,1169.08,10237000
2016-12-02,1172.79,1177.3,1166.4,1175.41,7416500
2016-12-05,1165.2,1186.7,1156.4,1169.29,10187900
2016-12-06,1170.84,1174.5,1165.6,1168.12,5533700
2016-12-07,1175.61,1179.49,1166.4,1172.46,4901800
2016-12-08,1171.36,1177.8,1168.64,1169.79,5977800
2016-12-09,1165.82,1168.8,1155.44,1157.64,10507700
2016-12-12,1159.72,1165.17,1153.0,1162.13,6156700
2016-12-13,1159.44,1164.0,1154.09,1158.18,7961600
2016-12-14,1164.35,1164.67,1138.85,1142.1,12933600
2016-12-15,1131.91,1143.3,1122.99,1126.56,14427500
2016-12-16,1132.73,1141.44,1126.9,1133.78,10602800
2016-12-19,1139.65,1142.59,1136.93,1139.55,5339100
2016-12-20,1127.87,1133.5,1125.98,1131.23,7321100
2016-12-21,1136.14,1136.77,1130.0,1131.94,5188700
2016-12-22,1130.24,1134.65,1128.25,1129.3,4942800
2016-12-23,1131.99,1136.29,1130.3,1132.94,5012200
2016-12-27,1139.73,1142.2,1134.3,1139.21,3685500
2016-12-28,1137.34,1142.69,1136.18,1142.16,5091200
2016-12-29,1146.17,1159.81,1143.6,1157.3,7563900
2016-12-30,1158.3,1162.0,1149.38,1150.22,8873700
2017-01-03,1150.44,1164.93,1146.5,1159.36,7527400
2017-01-04,1165.57,1167.25,1156.3,1163.47,4904100
2017-01-05,1177.05,1185.24,1171.5,1181.46,9606800
2017-01-06,1173.4,1179.38,1170.88,1172.77,7686100
2017-01-09,1179.5,1186.32,1173.0,1182.44,5674600
2017-01-10,1185.4,1190.75,1182.25,1187.6,6093400
2017-01-11,1184.94,1198.8,1176.5,1191.56,9918700
2017-01-12,1202.41,1206.72,1192.3,1196.01,8457300
2017-01-13,1193.24,1200.17,1187.7,1199.12,7261500
2017-01-17,1216.76,1217.49,1200.8,1216.34,9142400
2017-01-18,1215.44,1217.33,1203.05,1206.31,6498100
2017-01-19,1200.29,1207.01,1195.8,1205.01,6437000
2017-01-20,1203.71,1215.36,1200.25,1207.91,12261500
2017-01-23,1212.68,1219.61,1209.43,1215.62,6373100
2017-01-24,1214.63,1219.0,1206.76,1210.22,5798800
2017-01-25,1198.25,1202.8,1193.42,1200.14,6697500
2017-01-26,1188.81,1199.7,1184.51,1189.02,5390500
2017-01-27,1185.54,1192.05,1184.28,1191.42,6706600
2017-01-30,1191.89,1199.13,1187.1,1195.67,7687800
2017-01-31,1209.12,1214.89,1193.5,1212.06,10421900
2017-02-01,1202.56,1211.9,1197.1,1208.22,6932900
2017-02-02,1219.34,1224.2,1208.9,1214.93,7189500
2017-02-03,1213.76,1220.6,1206.2,1217.96,9455500
2017-02-06,1227.66,1235.4,1218.5,1234.27,8547800
2017-02-07,1230.24,1236.2,1228.5,1231.82,8621000
2017-02-08,1238.36,1243.9,1231.0,1239.41,9633400
2017-02-09,1239.63,1243.72,1226.9,1230.19,8177200
2017-02-10,1223.91,1236.29,1221.5,1233.56,9072100
2017-02-13,1224.43,1231.1,1218.34,1225.16,7354900
2017-02-14,1232.51,1233.5,1220.66,1226.42,6927800
2017-02-15,1220.06,1232.12,1217.3,1231.81,7088400
2017-02-16,1236.86,1241.26,1233.2,1238.43,6378700
2017-02-17,1239.74,1241.94,1233.76,1234.39,7338100
2017-02-21,1227.77,1237.84,1224.93,1235.22,6166900
2017-02-22,1236.14,1238.6,1229.64,1236.67,6057200
2017-02-23,1245.67,1250.3,1236.1,1247.56,7523300
2017-02-24,1255.82,1258.8,1250.0,1255.4,9809000
2017-02-27,1255.84,1263.1,1249.44,1249.44,9263500
2017-02-28,1255.79,1257.3,1246.45,1250.75,8727800
2017-03-01,1237.75,1249.71,1236.9,1249.08,8679600
2017-03-02,1235.17,1247.6,1229.61,1233.29,10986300
2017-03-03,1226.54,1235.2,1221.19,1232.42,10665800
2017-03-06,1230.83,1235.2,1223.28,1224.22,4883500
2017-03-07,1218.04,1225.4,1212.69,1214.37,6846300
2017-03-08,1206.1,1212.2,1205.68,1206.83,7620900
2017-03-09,1204.01,1206.63,1200.13,1200.76,6410900
2017-03-10,1200.5,1203.44,1197.14,1203.33,7929500
2017-03-13,1202.43,1210.0,1201.17,1203.58,5807400
2017-03-14,1201.73,1206.66,1196.38,1197.33,5301800
2017-03-15,1198.57,1221.2,1195.74,1219.13,13524100
2017-03-16,1229.99,1231.4,1222.2,1224.33,9322000
2017-03-17,1227.62,1230.9,1226.25,1227.09,4683000
2017-03-20,1230.47,1234.4,1229.3,1232.57,4000200
2017-03-21,1235.55,1246.35,1226.4,1243.62,9567900
2017-03-22,1247.02,1249.96,1245.02,1246.6,7287400
2017-03-23,1250.11,1251.16,1241.4,1245.07,6201100
2017-03-24,1243.12,1250.57,1241.97,1246.9,6879600
2017-03-27,1258.15,1259.72,1251.23,1253.95,8519600
2017-03-28,1256.43,1257.38,1246.36,1249.09,7112800
2017-03-29,1251.14,1253.55,1249.35,1252.29,4911000
2017-03-30,1246.51,1253.6,1241.1,1243.36,6894600
2017-03-31,1244.85,1249.79,1238.7,1246.01,8520800
2017-04-03,1245.53,1252.67,1243.6,1252.46,6105700
2017-04-04,1254.9,1260.3,1252.69,1255.21,4687300
2017-04-05,1244.56,1255.4,1242.25,1255.05,8106000
2017-04-06,1250.76,1257.5,1248.24,1250.34,4633500
2017-04-07,1262.09,1269.1,1249.5,1253.28,12351100
2017-04-10,1248.5,1255.32,1246.51,1252.91,4623700
2017-04-11,1261.96,1273.5,1254.5,1270.98,12455300
2017-04-12,1272.8,1285.1,1270.28,1279.51,9502500
2017-04-13,1285.02,1287.6,1279.67,1285.65,9892600
2017-04-17,1285.66,1294.8,1279.79,1282.41,8469600
2017-04-18,1284.52,1291.7,1277.18,1288.61,10903700
2017-04-19,1282.78,1288.0,1272.6,1277.32,8472700
2017-04-20,1278.3,1281.97,1274.94,1279.77,11787300
2017-04-21,1281.76,1287.4,1277.45,1283.54,15608000
2017-04-24,1267.41,1276.4,1265.0,1274.86,11053600
2017-04-25,1265.09,1276.9,1260.05,1262.15,10344800
2017-04-26,1261.36,1269.23,1257.79,1267.97,9758800
2017-04-27,1264.3,1267.2,1259.58,1263.99,8267000
2017-04-28,1263.36,1267.88,1262.63,1267.88,9134200
2017-05-01,1261.83,1269.3,1252.8,1256.16,9331800
2017-05-02,1252.24,1256.2,1251.2,1255.92,4900800
2017-05-03,1251.21,1255.8,1237.98,1238.61,10811100
2017-05-04,1226.34,1239.8,1224.2,1226.13,12406900
2017-05-05,1226.7,1233.7,1224.8,1228.28,7127200
2017-05-08,1228.48,1234.0,1224.0,1225.54,5438400
2017-05-09,1219.41,1226.2,1212.9,1218.04,6801300
2017-05-10,1221.71,1222.55,1215.84,1217.72,4290500
2017-05-11,1219.48,1226.19,1218.3,1222.52,6274400
2017-05-12,1228.45,1229.5,1224.88,1225.93,5434500
2017-05-15,1233.1,1233.31,1227.5,1229.11,5019600
2017-05-16,1232.43,1237.3,1230.4,1234.53,4942800
2017-05-17,1252.5,1259.42,1240.7,1257.01,13936900
2017-05-18,1257.3,1260.0,1244.59,1247.22,10341100
2017-05-19,1253.33,1255.01,1247.98,1253.44,6787300
2017-05-22,1255.92,1261.27,1251.7,1258.75,5132500
2017-05-23,1261.41,1262.04,1249.33,1251.01,8305400
2017-05-24,1250.2,1257.8,1248.63,1255.87,7025000
2017-05-25,1255.17,1258.3,1252.76,1254.75,4105100
2017-05-26,1265.41,1268.56,1263.73,1265.94,6791600
2017-05-30,1262.6,1270.0,1258.4,1261.55,4507500
2017-05-31,1263.46,1273.2,1258.5,1266.72,10360700
2017-06-01,1261.86,1269.2,1260.7,1267.63,8702500
2017-06-02,1273.78,1279.0,1259.0,1276.93,7268100
2017-06-05,1280.01,1282.0,1276.54,1278.12,3979200
